year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,fare,Geocoded_City1,Geocoded_City2,tbl1apk,period
2025,1,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",10868,10821,CAE,BWI,438,267.22,"(39.962649, -82.996216)","(38.892062, -77.019912)",202411086810821CAEBWI,Post-Pandemic
2025,1,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",15412,15070,TYS,SWF,665,115.16,"(35.962631, -83.916677)","(40.123164, -75.333718)",202311541215070TYSSWF,Post-Pandemic
2025,1,31057,32457,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",11057,14771,CLT,SFO,2296,414.75,"(35.222936, -80.840161)","(37.78008, -122.420168)",202411105714771CLTSFO,Post-Pandemic
2025,1,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12197,ACK,HPN,218,166.05,"(41.283208, -70.09923)","(40.123164, -75.333718)",202331015412197ACKHPN,Post-Pandemic
2025,1,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,11278,SDF,DCA,495,196.23,"(38.256078, -85.751569)","(38.892062, -77.019912)",202411473011278SDFDCA,Post-Pandemic
2025,1,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",13495,15304,MSY,TPA,488,149.22,"(29.950621, -90.074948)","(37.8606, -78.804199)",202411349515304MSYTPA,Post-Pandemic
2025,1,31453,33667,"Houston, TX","Norfolk, VA (Metropolitan Area)",12191,14098,HOU,PHF,1209,476.86,"(29.760803, -95.369506)","(36.846164, -76.285913)",202411219114098HOUPHF,Post-Pandemic
2025,1,32441,31703,"Jackson, WY","New York City, NY (Metropolitan Area)",12441,12197,JAC,HPN,1894,548.42,"(42.247454, -84.408847)","(40.123164, -75.333718)",202411244112197JACHPN,Post-Pandemic
2025,1,34262,32457,"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",14262,14831,PSP,SJC,421,129.57,"(33.830302, -116.546843)","(37.78008, -122.420168)",202411426214831PSPSJC,Post-Pandemic
2025,1,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",11697,15249,FLL,TLH,402,116.97,"(44.977479, -93.264346)","(38.921902, -120.020798)",202411169715249FLLTLH,Post-Pandemic
2025,1,30977,34653,"Chicago, IL","Tulsa, OK",13232,15370,MDW,TUL,585,163.62,"(41.775002, -87.696388)","(61.096484, -160.967455)",202341323215370MDWTUL,Post-Pandemic
2025,1,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",10800,13264,BUR,MFR,659,82.96,"(34.052238, -118.243344)","(42.064492, -87.93678)",202411080013264BURMFR,Post-Pandemic
2025,1,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",11066,12953,CMH,LGA,519,187.03,"(39.962649, -82.996216)","(40.123164, -75.333718)",202411106612953CMHLGA,Post-Pandemic
2025,1,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,13796,RIC,OAK,2449,310.28,"(37.540759, -77.433932)","(37.78008, -122.420168)",202341452413796RICOAK,Post-Pandemic
2025,1,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",15412,12953,TYS,LGA,665,298.45,"(35.962631, -83.916677)","(40.123164, -75.333718)",202411541212953TYSLGA,Post-Pandemic
2025,1,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13891,14831,ONT,SJC,372,159.07,"(34.052238, -118.243344)","(37.78008, -122.420168)",202411389114831ONTSJC,Post-Pandemic
2025,1,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",10800,13851,BUR,OKC,1187,292.79,"(34.052238, -118.243344)","(35.468494, -97.521264)",202411080013851BUROKC,Post-Pandemic
2025,1,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,2139,422.78,"(33.748547, -84.391502)","(37.78008, -122.420168)",202411039714831ATLSJC,Post-Pandemic
2025,1,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",11697,14057,FLL,PDX,2700,295.17,"(44.977479, -93.264346)","(45.516018, -122.681425)",202411169714057FLLPDX,Post-Pandemic
2025,1,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,13796,PIT,OAK,2254,273.34,"(40.442169, -79.994945)","(37.78008, -122.420168)",202411412213796PITOAK,Post-Pandemic
2025,1,31453,33851,"Houston, TX","Oklahoma City, OK",12191,13851,HOU,OKC,419,149.05,"(29.760803, -95.369506)","(35.468494, -97.521264)",202411219113851HOUOKC,Post-Pandemic
2025,1,31453,33192,"Houston, TX","Sacramento, CA",12266,14893,IAH,SMF,1624,311.31,"(29.760803, -95.369506)","(38.582087, -121.50012)",202411226614893IAHSMF,Post-Pandemic
2025,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10721,13303,BOS,MIA,1283,197.91,"(42.358894, -71.056742)","(44.977479, -93.264346)",202411072113303BOSMIA,Post-Pandemic
2025,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,10821,MHT,BWI,418,179.92,"(42.358894, -71.056742)","(38.892062, -77.019912)",202411329610821MHTBWI,Post-Pandemic
2025,1,31703,30852,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",12953,11278,LGA,DCA,234,167.06,"(40.123164, -75.333718)","(38.892062, -77.019912)",202411295311278LGADCA,Post-Pandemic
2025,1,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",15096,15304,SYR,TPA,1111,182.51,"(43.047945, -76.147448)","(37.8606, -78.804199)",202411509615304SYRTPA,Post-Pandemic
2025,1,31066,30559,"Columbus, OH","Seattle, WA",11066,14747,CMH,SEA,2016,265.39,"(39.962649, -82.996216)","(47.603229, -122.33028)",202411106614747CMHSEA,Post-Pandemic
2025,1,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",14307,11066,PVD,CMH,640,210.06,"(42.358894, -71.056742)","(39.962649, -82.996216)",202411430711066PVDCMH,Post-Pandemic
2025,1,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,12197,GSO,HPN,481,201.12,"(36.072701, -79.793899)","(40.123164, -75.333718)",202411199512197GSOHPN,Post-Pandemic
2025,1,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",14307,12339,PVD,IND,818,283.94,"(42.358894, -71.056742)","(39.76845, -86.156212)",202411430712339PVDIND,Post-Pandemic
2025,1,30977,30198,"Chicago, IL","Pittsburgh, PA",13232,14122,MDW,PIT,413,157.32,"(41.775002, -87.696388)","(40.442169, -79.994945)",202411323214122MDWPIT,Post-Pandemic
2025,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",14908,14122,SNA,PIT,2136,351.77,"(34.052238, -118.243344)","(40.442169, -79.994945)",202411490814122SNAPIT,Post-Pandemic
2025,1,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",10785,12953,BTV,LGA,266,219.63,"(44.475949, -73.212481)","(40.123164, -75.333718)",202411078512953BTVLGA,Post-Pandemic
2025,1,31650,33195,"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",13487,14112,MSP,PIE,1307,155.7,"(44.977479, -93.264346)","(37.8606, -78.804199)",202411348714112MSPPIE,Post-Pandemic
2025,1,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",12197,14057,HPN,PDX,2482,425.2,"(40.123164, -75.333718)","(45.516018, -122.681425)",202411219714057HPNPDX,Post-Pandemic
2025,1,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12197,GSP,HPN,643,247.48,"(44.513288, -88.013256)","(40.123164, -75.333718)",202411199612197GSPHPN,Post-Pandemic
2025,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12478,BUF,JFK,326,167.88,"(39.945422, -78.64671)","(40.123164, -75.333718)",202411079212478BUFJFK,Post-Pandemic
2025,1,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",13487,13796,MSP,OAK,1589,261.43,"(44.977479, -93.264346)","(37.78008, -122.420168)",202411348713796MSPOAK,Post-Pandemic
2025,1,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",10994,12478,CHS,JFK,677,181.28,"(32.77647, -79.931027)","(40.123164, -75.333718)",202411099412478CHSJFK,Post-Pandemic
2025,1,33105,30466,"Cincinnati, OH","Phoenix, AZ",11193,14107,CVG,PHX,1569,297.97,"(39.104427, -84.513808)","(30.406931, -87.217578)",202411119314107CVGPHX,Post-Pandemic
2025,1,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",10599,11697,BHM,FLL,661,130.94,"(33.522859, -86.807705)","(44.977479, -93.264346)",202211059911697BHMFLL,During-Pandemic
2025,1,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,12264,MKE,IAD,641,256.42,"(43.041072, -87.909421)","(38.892062, -77.019912)",202411334212264MKEIAD,Post-Pandemic
2025,1,32441,32575,"Jackson, WY","Los Angeles, CA (Metropolitan Area)",12441,14908,JAC,SNA,785,333.37,"(42.247454, -84.408847)","(34.052238, -118.243344)",202211244114908JACSNA,During-Pandemic
2025,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",14307,14635,PVD,RSW,1271,200.83,"(42.358894, -71.056742)","(40.253979, -103.801495)",202411430714635PVDRSW,Post-Pandemic
2025,1,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,240.44,"(30.264979, -97.746598)","(30.406931, -87.217578)",202411042314107AUSPHX,Post-Pandemic
2025,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,211.88,"(42.358894, -71.056742)","(40.253979, -103.801495)",202411329614635MHTRSW,Post-Pandemic
2025,1,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",10868,11278,CAE,DCA,438,213.63,"(39.962649, -82.996216)","(38.892062, -77.019912)",202411086811278CAEDCA,Post-Pandemic
2025,1,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12197,HOU,HPN,1465,355.54,"(29.760803, -95.369506)","(40.123164, -75.333718)",202411219112197HOUHPN,Post-Pandemic
2025,1,32467,34576,"Miami, FL (Metropolitan Area)","Rochester, NY",13303,14576,MIA,ROC,1203,237.51,"(44.977479, -93.264346)","(43.155708, -77.612547)",202411330314576MIAROC,Post-Pandemic
2025,1,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,325,241.29,"(42.651242, -73.755418)","(38.892062, -77.019912)",202411025712264ALBIAD,Post-Pandemic
2025,1,30994,32457,"Charleston, SC","San Francisco, CA (Metropolitan Area)",10994,14771,CHS,SFO,2396,251.4,"(32.77647, -79.931027)","(37.78008, -122.420168)",202021099414771CHSSFO,Pre-Pandemic
2025,1,33316,32457,"Omaha, NE","San Francisco, CA (Metropolitan Area)",13871,14771,OMA,SFO,1433,282.31,"(46.07035, -93.666319)","(37.78008, -122.420168)",202341387114771OMASFO,Post-Pandemic
2025,1,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11298,14679,DFW,SAN,1182,275.78,"(40.11086, -77.035636)","(32.71576, -117.163817)",202411129814679DFWSAN,Post-Pandemic
2025,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,341.91,"(34.052238, -118.243344)","(38.892062, -77.019912)",202411080010821BURBWI,Post-Pandemic
2025,1,30627,30466,"Bismarck/Mandan, ND","Phoenix, AZ",10627,10466,BIS,AZA,1094,137.46,"(46.80537, -100.781609)","(30.406931, -87.217578)",202411062710466BISAZA,Post-Pandemic
2025,1,32457,30436,"San Francisco, CA (Metropolitan Area)","Tucson, AZ",14831,15376,SJC,TUS,751,241.78,"(37.78008, -122.420168)","(35.167852, -103.726151)",202411483115376SJCTUS,Post-Pandemic
2025,1,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",14908,13244,SNA,MEM,1619,305.61,"(34.052238, -118.243344)","(35.143378, -90.052136)",202411490813244SNAMEM,Post-Pandemic
2025,1,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12892,DAL,LAX,1246,221.78,"(40.11086, -77.035636)","(34.052238, -118.243344)",202411125912892DALLAX,Post-Pandemic
2025,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,13891,BUF,ONT,2218,323.4,"(39.945422, -78.64671)","(34.052238, -118.243344)",202411079213891BUFONT,Post-Pandemic
2025,1,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",13577,12264,MYR,IAD,399,269.25,"(33.68785, -78.883852)","(38.892062, -77.019912)",202411357712264MYRIAD,Post-Pandemic
2025,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,13796,BOS,OAK,2704,351.4,"(42.358894, -71.056742)","(37.78008, -122.420168)",202411072113796BOSOAK,Post-Pandemic
2025,1,32467,34025,"Miami, FL (Metropolitan Area)","Plattsburgh, NY",11697,14025,FLL,PBG,1355,141.29,"(44.977479, -93.264346)","(44.699668, -73.451807)",202011169714025FLLPBG,Pre-Pandemic
2025,1,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13891,14098,ONT,PHF,2371,411.23,"(34.052238, -118.243344)","(36.846164, -76.285913)",202411389114098ONTPHF,Post-Pandemic
2025,1,31140,30194,"Corpus Christi, TX","Dallas/Fort Worth, TX",11140,11259,CRP,DAL,354,58.07,"(27.796416, -97.404131)","(40.11086, -77.035636)",202121114011259CRPDAL,During-Pandemic
2025,1,31703,30852,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",12478,11278,JFK,DCA,234,196.59,"(40.123164, -75.333718)","(38.892062, -77.019912)",202411247811278JFKDCA,Post-Pandemic
2025,1,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",11540,12264,ELP,IAD,1741,407.99,"(31.76006, -106.492257)","(38.892062, -77.019912)",202411154012264ELPIAD,Post-Pandemic
2025,1,30977,33851,"Chicago, IL","Oklahoma City, OK",13930,13851,ORD,OKC,693,249.92,"(41.775002, -87.696388)","(35.468494, -97.521264)",202411393013851ORDOKC,Post-Pandemic
2025,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12197,ONT,HPN,2510,330.7,"(34.052238, -118.243344)","(40.123164, -75.333718)",202411389112197ONTHPN,Post-Pandemic
2025,1,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",12992,11278,LIT,DCA,912,292.66,"(34.748745, -92.275105)","(38.892062, -77.019912)",202321299211278LITDCA,Post-Pandemic
2025,1,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,10800,ELP,BUR,715,227.55,"(31.76006, -106.492257)","(34.052238, -118.243344)",202411154010800ELPBUR,Post-Pandemic
2025,1,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",12391,15016,ISP,STL,929,226.6,"(40.123164, -75.333718)","(38.630276, -90.200309)",202411239115016ISPSTL,Post-Pandemic
2025,1,31871,32467,"Greenville/Spartanburg, SC","Miami, FL (Metropolitan Area)",11996,11697,GSP,FLL,637,154.68,"(44.513288, -88.013256)","(44.977479, -93.264346)",202211199611697GSPFLL,During-Pandemic
2025,1,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",14908,15023,SNA,STS,433,199.57,"(34.052238, -118.243344)","(38.439698, -122.715642)",202411490815023SNASTS,Post-Pandemic
2025,1,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,12892,DSM,LAX,1447,269.02,"(41.588822, -93.620309)","(34.052238, -118.243344)",202341142312892DSMLAX,Post-Pandemic
2025,1,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",11066,15304,CMH,TPA,829,203.97,"(39.962649, -82.996216)","(37.8606, -78.804199)",202411106615304CMHTPA,Post-Pandemic
2025,1,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",15304,12264,TPA,IAD,842,246.9,"(37.8606, -78.804199)","(38.892062, -77.019912)",202411530412264TPAIAD,Post-Pandemic
2025,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",14307,11298,PVD,DFW,1562,305.17,"(42.358894, -71.056742)","(40.11086, -77.035636)",202411430711298PVDDFW,Post-Pandemic
2025,1,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",11986,15304,GRR,TPA,1044,232.57,"(47.925705, -97.036068)","(37.8606, -78.804199)",202411198615304GRRTPA,Post-Pandemic
2025,1,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11298,14100,DFW,PHL,1303,270.83,"(40.11086, -77.035636)","(39.951061, -75.16562)",202411129814100DFWPHL,Post-Pandemic
2025,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",12478,14107,JFK,PHX,2189,320.9,"(40.123164, -75.333718)","(30.406931, -87.217578)",202411247814107JFKPHX,Post-Pandemic
2025,1,30372,31703,"Aspen, CO","New York City, NY (Metropolitan Area)",10372,12197,ASE,HPN,1750,594.77,"(39.190665, -106.819201)","(40.123164, -75.333718)",202411037212197ASEHPN,Post-Pandemic
2025,1,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",13303,14869,MIA,SLC,2088,306.66,"(44.977479, -93.264346)","(40.758478, -111.888142)",202411330314869MIASLC,Post-Pandemic
2025,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,13891,MHT,ONT,2611,371.01,"(42.358894, -71.056742)","(34.052238, -118.243344)",202411329613891MHTONT,Post-Pandemic
2025,1,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12953,GSP,LGA,643,227.93,"(44.513288, -88.013256)","(40.123164, -75.333718)",202411199612953GSPLGA,Post-Pandemic
2025,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",14307,10693,PVD,BNA,942,203.34,"(42.358894, -71.056742)","(36.166687, -86.779932)",202411430710693PVDBNA,Post-Pandemic
2025,1,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",11618,13204,EWR,MCO,989,179.25,"(40.123164, -75.333718)","(28.538331, -81.378879)",202411161813204EWRMCO,Post-Pandemic
2025,1,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",12953,14122,LGA,PIT,375,169.52,"(40.123164, -75.333718)","(40.442169, -79.994945)",202411295314122LGAPIT,Post-Pandemic
2025,1,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",14193,10821,PNS,BWI,846,230.09,"(30.406931, -87.217578)","(38.892062, -77.019912)",202411419310821PNSBWI,Post-Pandemic
2025,1,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",10800,14683,BUR,SAT,1211,257.38,"(34.052238, -118.243344)","(29.425173, -98.494599)",202411080014683BURSAT,Post-Pandemic
2025,1,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",14730,13303,SDF,MIA,910,240.51,"(38.256078, -85.751569)","(44.977479, -93.264346)",202411473013303SDFMIA,Post-Pandemic
2025,1,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",12889,13891,LAS,ONT,236,115.33,"(36.169202, -115.140597)","(34.052238, -118.243344)",202411288913891LASONT,Post-Pandemic
2025,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12953,MHT,LGA,209,370.09,"(42.358894, -71.056742)","(40.123164, -75.333718)",202411329612953MHTLGA,Post-Pandemic
2025,1,31453,33244,"Houston, TX","Memphis, TN",12266,13244,IAH,MEM,484,193.5,"(29.760803, -95.369506)","(35.143378, -90.052136)",202411226613244IAHMEM,Post-Pandemic
2025,1,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",14683,15304,SAT,TPA,972,241.86,"(29.425173, -98.494599)","(37.8606, -78.804199)",202411468315304SATTPA,Post-Pandemic
2025,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,10821,CVG,BWI,430,182.38,"(39.104427, -84.513808)","(38.892062, -77.019912)",202411119310821CVGBWI,Post-Pandemic
2025,1,31295,30466,"Detroit, MI","Phoenix, AZ",11433,14107,DTW,PHX,1671,302.63,"(42.332916, -83.047853)","(30.406931, -87.217578)",202411143314107DTWPHX,Post-Pandemic
2025,1,32457,31123,"San Francisco, CA (Metropolitan Area)","St. Louis, MO",14771,15016,SFO,STL,1735,352.01,"(37.78008, -122.420168)","(38.630276, -90.200309)",202411477115016SFOSTL,Post-Pandemic
2025,1,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",11433,12478,DTW,JFK,540,192.62,"(42.332916, -83.047853)","(40.123164, -75.333718)",202411143312478DTWJFK,Post-Pandemic
2025,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",11697,14831,FLL,SJC,2585,323.36,"(44.977479, -93.264346)","(37.78008, -122.420168)",202411169714831FLLSJC,Post-Pandemic
2025,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",15070,14107,SWF,PHX,2189,72.2,"(40.123164, -75.333718)","(30.406931, -87.217578)",202331507014107SWFPHX,Post-Pandemic
2025,1,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",13487,10821,MSP,BWI,936,212.59,"(44.977479, -93.264346)","(38.892062, -77.019912)",202411348710821MSPBWI,Post-Pandemic
2025,1,33667,32457,"Norfolk, VA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14098,14831,PHF,SJC,2520,235.28,"(36.846164, -76.285913)","(37.78008, -122.420168)",202041409814831PHFSJC,Pre-Pandemic
2025,1,31136,31703,"Jacksonville, FL","New York City, NY (Metropolitan Area)",12451,12391,JAX,ISP,858,202.05,"(30.325968, -81.65676)","(40.123164, -75.333718)",202411245112391JAXISP,Post-Pandemic
2025,1,30977,32070,"Chicago, IL","Harrisburg, PA",13232,13230,MDW,MDT,594,187.3,"(41.775002, -87.696388)","(40.259572, -76.881821)",202341323213230MDWMDT,Post-Pandemic
2025,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,12954,BUF,LGB,2218,215.41,"(39.945422, -78.64671)","(34.052238, -118.243344)",202411079212954BUFLGB,Post-Pandemic
2025,1,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11298,13487,DFW,MSP,853,253.54,"(40.11086, -77.035636)","(44.977479, -93.264346)",202411129813487DFWMSP,Post-Pandemic
2025,1,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",15070,14831,SWF,SJC,2619,440.5,"(40.123164, -75.333718)","(37.78008, -122.420168)",202111507014831SWFSJC,During-Pandemic
2025,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",13891,10693,ONT,BNA,1797,312.22,"(34.052238, -118.243344)","(36.166687, -86.779932)",202411389110693ONTBNA,Post-Pandemic
2025,1,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",11603,14908,EUG,SNA,776,169.32,"(37.533089, -75.823024)","(34.052238, -118.243344)",202411160314908EUGSNA,Post-Pandemic
2025,1,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",13232,13487,MDW,MSP,349,154.23,"(41.775002, -87.696388)","(44.977479, -93.264346)",202411323213487MDWMSP,Post-Pandemic
2025,1,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",12478,14576,JFK,ROC,285,168.33,"(40.123164, -75.333718)","(43.155708, -77.612547)",202411247814576JFKROC,Post-Pandemic
2025,1,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",10800,13244,BUR,MEM,1619,327.07,"(34.052238, -118.243344)","(35.143378, -90.052136)",202411080013244BURMEM,Post-Pandemic
2025,1,30868,31703,"Columbia, SC","New York City, NY (Metropolitan Area)",10868,12391,CAE,ISP,646,321.75,"(39.962649, -82.996216)","(40.123164, -75.333718)",202221086812391CAEISP,During-Pandemic
2025,1,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11259,CVG,DAL,812,248.94,"(39.104427, -84.513808)","(40.11086, -77.035636)",202411119311259CVGDAL,Post-Pandemic
2025,1,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,ORF,TPA,722,136.96,"(36.846164, -76.285913)","(37.8606, -78.804199)",202411393115304ORFTPA,Post-Pandemic
2025,1,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",13891,14570,ONT,RNO,415,169.55,"(34.052238, -118.243344)","(30.177159, -95.162771)",202411389114570ONTRNO,Post-Pandemic
2025,1,31703,32323,"New York City, NY (Metropolitan Area)","Wilmington, NC",12478,12323,JFK,ILM,522,222.83,"(40.123164, -75.333718)","(39.744432, -75.5451)",202411247812323JFKILM,Post-Pandemic
2025,1,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10721,15304,BOS,TPA,1204,225.79,"(42.358894, -71.056742)","(37.8606, -78.804199)",202411072115304BOSTPA,Post-Pandemic
2025,1,31823,33195,"Fort Wayne, IN","Tampa, FL (Metropolitan Area)",11823,14112,FWA,PIE,912,103.83,"(41.331128, -73.987189)","(37.8606, -78.804199)",202211182314112FWAPIE,During-Pandemic
2025,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",12339,14771,IND,SFO,1943,347.57,"(39.76845, -86.156212)","(37.78008, -122.420168)",202411233914771INDSFO,Post-Pandemic
2025,1,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12953,14831,LGA,SJC,2608,234.74,"(40.123164, -75.333718)","(37.78008, -122.420168)",202411295314831LGASJC,Post-Pandemic
2025,1,32575,30928,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",12954,12278,LGB,ICT,1203,2.12,"(34.052238, -118.243344)","(39.960481, -75.605214)",202131295412278LGBICT,During-Pandemic
2025,1,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,14112,AZA,PIE,1788,425.59,"(30.406931, -87.217578)","(37.8606, -78.804199)",202141046614112AZAPIE,During-Pandemic
2025,1,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",12197,14679,HPN,SAN,2481,349.35,"(40.123164, -75.333718)","(32.71576, -117.163817)",202411219714679HPNSAN,Post-Pandemic
2025,1,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,407.83,"(35.084248, -106.649241)","(42.358894, -71.056742)",202331014010721ABQBOS,Post-Pandemic
2025,1,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",13296,13232,MHT,MDW,867,202.99,"(42.358894, -71.056742)","(41.775002, -87.696388)",202411329613232MHTMDW,Post-Pandemic
2025,1,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11298,COS,DFW,602,209.86,"(38.835224, -104.819798)","(40.11086, -77.035636)",202411110911298COSDFW,Post-Pandemic
2025,1,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",14869,10821,SLC,BWI,1865,339.17,"(40.758478, -111.888142)","(38.892062, -77.019912)",202411486910821SLCBWI,Post-Pandemic
