year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,fare,Geocoded_City1,Geocoded_City2,tbl1apk,period
2025,1,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,240.44,"30.292943195253578, -97.7604933852142","33.45644253857997, -112.08747472975207",202411042314107AUSPHX,Post-Pandemic
2025,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,211.88,"42.354802625389624, -71.11763566666443","26.63609003192515, -81.85573855366816",202411329614635MHTRSW,Post-Pandemic
2025,1,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",10868,11278,CAE,DCA,438,213.63,"34.018820683534194, -81.02842974914606","39.06854619558678, -77.28209870558013",202411086811278CAEDCA,Post-Pandemic
2025,1,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12197,HOU,HPN,1465,355.54,"29.75402924471362, -95.25854681876497","40.722551776084316, -73.97924863938653",202411219112197HOUHPN,Post-Pandemic
2025,1,32467,34576,"Miami, FL (Metropolitan Area)","Rochester, NY",13303,14576,MIA,ROC,1203,237.51,"25.818657926992138, -80.30089992008288","43.16639913019981, -77.60752775459878",202411330314576MIAROC,Post-Pandemic
2025,1,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,325,241.29,"42.65262847850066, -73.76677558995311","39.06854619558678, -77.28209870558013",202411025712264ALBIAD,Post-Pandemic
2025,1,30994,32457,"Charleston, SC","San Francisco, CA (Metropolitan Area)",10994,14771,CHS,SFO,2396,251.4,"32.77566489249234, -79.95065494991243","37.71088023891693, -122.08942035984728",202021099414771CHSSFO,Pre-Pandemic
2025,1,33316,32457,"Omaha, NE","San Francisco, CA (Metropolitan Area)",13871,14771,OMA,SFO,1433,282.31,"41.28583913731744, -96.03667592489528","37.71088023891693, -122.08942035984728",202341387114771OMASFO,Post-Pandemic
2025,1,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11298,14679,DFW,SAN,1182,275.78,"32.78949295097016, -96.9610454262068","32.752163632745145, -117.18796205356412",202411129814679DFWSAN,Post-Pandemic
2025,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,341.91,"33.79226917070069, -118.204909485967","39.06854619558678, -77.28209870558013",202411080010821BURBWI,Post-Pandemic
2025,1,30627,30466,"Bismarck/Mandan, ND","Phoenix, AZ",10627,10466,BIS,AZA,1094,137.46,"46.826869851513884, -100.88837468850319","33.45644253857997, -112.08747472975207",202411062710466BISAZA,Post-Pandemic
2025,1,32457,30436,"San Francisco, CA (Metropolitan Area)","Tucson, AZ",14831,15376,SJC,TUS,751,241.78,"37.71088023891693, -122.08942035984728","32.244566114714374, -110.96056754445574",202411483115376SJCTUS,Post-Pandemic
2025,1,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",14908,13244,SNA,MEM,1619,305.61,"33.79226917070069, -118.204909485967","35.12601349083242, -90.04491186616244",202411490813244SNAMEM,Post-Pandemic
2025,1,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12892,DAL,LAX,1246,221.78,"32.78949295097016, -96.9610454262068","33.79226917070069, -118.204909485967",202411125912892DALLAX,Post-Pandemic
2025,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,13891,BUF,ONT,2218,323.4,"42.88848453606787, -78.88506497736563","33.79226917070069, -118.204909485967",202411079213891BUFONT,Post-Pandemic
2025,1,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",13577,12264,MYR,IAD,399,269.25,"33.69427321952338, -78.91309520031345","39.06854619558678, -77.28209870558013",202411357712264MYRIAD,Post-Pandemic
2025,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,13796,BOS,OAK,2704,351.4,"42.354802625389624, -71.11763566666443","37.71088023891693, -122.08942035984728",202411072113796BOSOAK,Post-Pandemic
2025,1,32467,34025,"Miami, FL (Metropolitan Area)","Plattsburgh, NY",11697,14025,FLL,PBG,1355,141.29,"25.818657926992138, -80.30089992008288","44.69755082827432, -73.45776480636766",202011169714025FLLPBG,Pre-Pandemic
2025,1,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13891,14098,ONT,PHF,2371,411.23,"33.79226917070069, -118.204909485967","36.8740444347547, -76.21004560086016",202411389114098ONTPHF,Post-Pandemic
2025,1,31140,30194,"Corpus Christi, TX","Dallas/Fort Worth, TX",11140,11259,CRP,DAL,354,58.07,"27.762912167954713, -97.3212361069403","32.78949295097016, -96.9610454262068",202121114011259CRPDAL,During-Pandemic
2025,1,31703,30852,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",12478,11278,JFK,DCA,234,196.59,"40.722551776084316, -73.97924863938653","39.06854619558678, -77.28209870558013",202411247811278JFKDCA,Post-Pandemic
2025,1,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",11540,12264,ELP,IAD,1741,407.99,"31.76460427582054, -106.48111409217167","39.06854619558678, -77.28209870558013",202411154012264ELPIAD,Post-Pandemic
2025,1,30977,33851,"Chicago, IL","Oklahoma City, OK",13930,13851,ORD,OKC,693,249.92,"41.87456337224408, -87.6626642168663","35.47075685159531, -97.57825017993011",202411393013851ORDOKC,Post-Pandemic
2025,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12197,ONT,HPN,2510,330.7,"33.79226917070069, -118.204909485967","40.722551776084316, -73.97924863938653",202411389112197ONTHPN,Post-Pandemic
2025,1,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",12992,11278,LIT,DCA,912,292.66,"34.747108252099, -92.30567122557973","39.06854619558678, -77.28209870558013",202321299211278LITDCA,Post-Pandemic
2025,1,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,10800,ELP,BUR,715,227.55,"31.76460427582054, -106.48111409217167","33.79226917070069, -118.204909485967",202411154010800ELPBUR,Post-Pandemic
2025,1,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",12391,15016,ISP,STL,929,226.6,"40.722551776084316, -73.97924863938653","38.620683220244835, -90.20661760171893",202411239115016ISPSTL,Post-Pandemic
2025,1,31871,32467,"Greenville/Spartanburg, SC","Miami, FL (Metropolitan Area)",11996,11697,GSP,FLL,637,154.68,"34.89526639809612, -82.21783470569491","25.818657926992138, -80.30089992008288",202211199611697GSPFLL,During-Pandemic
2025,1,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",14908,15023,SNA,STS,433,199.57,"33.79226917070069, -118.204909485967","38.45361767381378, -122.70903359945875",202411490815023SNASTS,Post-Pandemic
2025,1,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,12892,DSM,LAX,1447,269.02,"41.58857074079946, -93.6283967899208","33.79226917070069, -118.204909485967",202341142312892DSMLAX,Post-Pandemic
2025,1,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",11066,15304,CMH,TPA,829,203.97,"39.97936225013163, -83.00459328425883","28.042586526893363, -82.48802351156911",202411106615304CMHTPA,Post-Pandemic
2025,1,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",15304,12264,TPA,IAD,842,246.9,"28.042586526893363, -82.48802351156911","39.06854619558678, -77.28209870558013",202411530412264TPAIAD,Post-Pandemic
2025,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",14307,11298,PVD,DFW,1562,305.17,"42.354802625389624, -71.11763566666443","32.78949295097016, -96.9610454262068",202411430711298PVDDFW,Post-Pandemic
2025,1,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",11986,15304,GRR,TPA,1044,232.57,"42.975953635996774, -85.67938935852456","28.042586526893363, -82.48802351156911",202411198615304GRRTPA,Post-Pandemic
2025,1,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11298,14100,DFW,PHL,1303,270.83,"32.78949295097016, -96.9610454262068","39.98377424825989, -75.15381968285524",202411129814100DFWPHL,Post-Pandemic
2025,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",12478,14107,JFK,PHX,2189,320.9,"40.722551776084316, -73.97924863938653","33.45644253857997, -112.08747472975207",202411247814107JFKPHX,Post-Pandemic
2025,1,30372,31703,"Aspen, CO","New York City, NY (Metropolitan Area)",10372,12197,ASE,HPN,1750,594.77,"39.188614644566854, -106.81919046249439","40.722551776084316, -73.97924863938653",202411037212197ASEHPN,Post-Pandemic
2025,1,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",13303,14869,MIA,SLC,2088,306.66,"25.818657926992138, -80.30089992008288","40.760259272294405, -111.88118288803257",202411330314869MIASLC,Post-Pandemic
2025,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,13891,MHT,ONT,2611,371.01,"42.354802625389624, -71.11763566666443","33.79226917070069, -118.204909485967",202411329613891MHTONT,Post-Pandemic
2025,1,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12953,GSP,LGA,643,227.93,"34.89526639809612, -82.21783470569491","40.722551776084316, -73.97924863938653",202411199612953GSPLGA,Post-Pandemic
2025,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",14307,10693,PVD,BNA,942,203.34,"42.354802625389624, -71.11763566666443","36.18305402680001, -86.7906764200911",202411430710693PVDBNA,Post-Pandemic
2025,1,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",11618,13204,EWR,MCO,989,179.25,"40.722551776084316, -73.97924863938653","28.548125486782045, -81.37833290308744",202411161813204EWRMCO,Post-Pandemic
2025,1,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",12953,14122,LGA,PIT,375,169.52,"40.722551776084316, -73.97924863938653","40.428308691100916, -80.00258516640433",202411295314122LGAPIT,Post-Pandemic
2025,1,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",14193,10821,PNS,BWI,846,230.09,"30.44318551528466, -87.19800141535055","39.06854619558678, -77.28209870558013",202411419310821PNSBWI,Post-Pandemic
2025,1,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",10800,14683,BUR,SAT,1211,257.38,"33.79226917070069, -118.204909485967","29.419006480126043, -98.51009388913022",202411080014683BURSAT,Post-Pandemic
2025,1,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",14730,13303,SDF,MIA,910,240.51,"38.24602088207979, -85.777273302663","25.818657926992138, -80.30089992008288",202411473013303SDFMIA,Post-Pandemic
2025,1,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",12889,13891,LAS,ONT,236,115.33,"36.17899535107113, -115.15803462061288","33.79226917070069, -118.204909485967",202411288913891LASONT,Post-Pandemic
2025,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12953,MHT,LGA,209,370.09,"42.354802625389624, -71.11763566666443","40.722551776084316, -73.97924863938653",202411329612953MHTLGA,Post-Pandemic
2025,1,31453,33244,"Houston, TX","Memphis, TN",12266,13244,IAH,MEM,484,193.5,"29.75402924471362, -95.25854681876497","35.12601349083242, -90.04491186616244",202411226613244IAHMEM,Post-Pandemic
2025,1,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",14683,15304,SAT,TPA,972,241.86,"29.419006480126043, -98.51009388913022","28.042586526893363, -82.48802351156911",202411468315304SATTPA,Post-Pandemic
2025,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,10821,CVG,BWI,430,182.38,"39.1184591715016, -84.4916057804775","39.06854619558678, -77.28209870558013",202411119310821CVGBWI,Post-Pandemic
2025,1,31295,30466,"Detroit, MI","Phoenix, AZ",11433,14107,DTW,PHX,1671,302.63,"42.330480030343146, -83.08834584505033","33.45644253857997, -112.08747472975207",202411143314107DTWPHX,Post-Pandemic
2025,1,32457,31123,"San Francisco, CA (Metropolitan Area)","St. Louis, MO",14771,15016,SFO,STL,1735,352.01,"37.71088023891693, -122.08942035984728","38.620683220244835, -90.20661760171893",202411477115016SFOSTL,Post-Pandemic
2025,1,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",11433,12478,DTW,JFK,540,192.62,"42.330480030343146, -83.08834584505033","40.722551776084316, -73.97924863938653",202411143312478DTWJFK,Post-Pandemic
2025,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",11697,14831,FLL,SJC,2585,323.36,"25.818657926992138, -80.30089992008288","37.71088023891693, -122.08942035984728",202411169714831FLLSJC,Post-Pandemic
2025,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",15070,14107,SWF,PHX,2189,72.2,"40.722551776084316, -73.97924863938653","33.45644253857997, -112.08747472975207",202331507014107SWFPHX,Post-Pandemic
2025,1,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",13487,10821,MSP,BWI,936,212.59,"44.97932251131572, -93.27385685659087","39.06854619558678, -77.28209870558013",202411348710821MSPBWI,Post-Pandemic
2025,1,33667,32457,"Norfolk, VA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14098,14831,PHF,SJC,2520,235.28,"36.8740444347547, -76.21004560086016","37.71088023891693, -122.08942035984728",202041409814831PHFSJC,Pre-Pandemic
2025,1,31136,31703,"Jacksonville, FL","New York City, NY (Metropolitan Area)",12451,12391,JAX,ISP,858,202.05,"30.331465005586853, -81.65569595158107","40.722551776084316, -73.97924863938653",202411245112391JAXISP,Post-Pandemic
2025,1,30977,32070,"Chicago, IL","Harrisburg, PA",13232,13230,MDW,MDT,594,187.3,"41.87456337224408, -87.6626642168663","40.27745386045604, -76.88720776462905",202341323213230MDWMDT,Post-Pandemic
2025,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,12954,BUF,LGB,2218,215.41,"42.88848453606787, -78.88506497736563","33.79226917070069, -118.204909485967",202411079212954BUFLGB,Post-Pandemic
2025,1,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11298,13487,DFW,MSP,853,253.54,"32.78949295097016, -96.9610454262068","44.97932251131572, -93.27385685659087",202411129813487DFWMSP,Post-Pandemic
2025,1,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",15070,14831,SWF,SJC,2619,440.5,"40.722551776084316, -73.97924863938653","37.71088023891693, -122.08942035984728",202111507014831SWFSJC,During-Pandemic
2025,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",13891,10693,ONT,BNA,1797,312.22,"33.79226917070069, -118.204909485967","36.18305402680001, -86.7906764200911",202411389110693ONTBNA,Post-Pandemic
2025,1,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",11603,14908,EUG,SNA,776,169.32,"44.05816808494988, -123.0981620756156","33.79226917070069, -118.204909485967",202411160314908EUGSNA,Post-Pandemic
2025,1,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",13232,13487,MDW,MSP,349,154.23,"41.87456337224408, -87.6626642168663","44.97932251131572, -93.27385685659087",202411323213487MDWMSP,Post-Pandemic
2025,1,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",12478,14576,JFK,ROC,285,168.33,"40.722551776084316, -73.97924863938653","43.16639913019981, -77.60752775459878",202411247814576JFKROC,Post-Pandemic
2025,1,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",10800,13244,BUR,MEM,1619,327.07,"33.79226917070069, -118.204909485967","35.12601349083242, -90.04491186616244",202411080013244BURMEM,Post-Pandemic
2025,1,30868,31703,"Columbia, SC","New York City, NY (Metropolitan Area)",10868,12391,CAE,ISP,646,321.75,"34.018820683534194, -81.02842974914606","40.722551776084316, -73.97924863938653",202221086812391CAEISP,During-Pandemic
2025,1,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11259,CVG,DAL,812,248.94,"39.1184591715016, -84.4916057804775","32.78949295097016, -96.9610454262068",202411119311259CVGDAL,Post-Pandemic
2025,1,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,ORF,TPA,722,136.96,"36.8740444347547, -76.21004560086016","28.042586526893363, -82.48802351156911",202411393115304ORFTPA,Post-Pandemic
2025,1,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",13891,14570,ONT,RNO,415,169.55,"33.79226917070069, -118.204909485967","39.53423462420134, -119.79872339183126",202411389114570ONTRNO,Post-Pandemic
2025,1,31703,32323,"New York City, NY (Metropolitan Area)","Wilmington, NC",12478,12323,JFK,ILM,522,222.83,"40.722551776084316, -73.97924863938653","34.214172374393044, -77.89465948983427",202411247812323JFKILM,Post-Pandemic
2025,1,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10721,15304,BOS,TPA,1204,225.79,"42.354802625389624, -71.11763566666443","28.042586526893363, -82.48802351156911",202411072115304BOSTPA,Post-Pandemic
2025,1,31823,33195,"Fort Wayne, IN","Tampa, FL (Metropolitan Area)",11823,14112,FWA,PIE,912,103.83,"41.092175252607646, -85.14102726923677","28.042586526893363, -82.48802351156911",202211182314112FWAPIE,During-Pandemic
2025,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",12339,14771,IND,SFO,1943,347.57,"39.771952587955795, -86.15481334537304","37.71088023891693, -122.08942035984728",202411233914771INDSFO,Post-Pandemic
2025,1,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12953,14831,LGA,SJC,2608,234.74,"40.722551776084316, -73.97924863938653","37.71088023891693, -122.08942035984728",202411295314831LGASJC,Post-Pandemic
2025,1,32575,30928,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",12954,12278,LGB,ICT,1203,2.12,"33.79226917070069, -118.204909485967","37.69503927619949, -97.33313598163953",202131295412278LGBICT,During-Pandemic
2025,1,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,14112,AZA,PIE,1788,425.59,"33.45644253857997, -112.08747472975207","28.042586526893363, -82.48802351156911",202141046614112AZAPIE,During-Pandemic
2025,1,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",12197,14679,HPN,SAN,2481,349.35,"40.722551776084316, -73.97924863938653","32.752163632745145, -117.18796205356412",202411219714679HPNSAN,Post-Pandemic
2025,1,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,407.83,"35.110050900446964, -106.63050034458831","42.354802625389624, -71.11763566666443",202331014010721ABQBOS,Post-Pandemic
2025,1,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",13296,13232,MHT,MDW,867,202.99,"42.354802625389624, -71.11763566666443","41.87456337224408, -87.6626642168663",202411329613232MHTMDW,Post-Pandemic
2025,1,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11298,COS,DFW,602,209.86,"38.85683983760878, -104.81261397941051","32.78949295097016, -96.9610454262068",202411110911298COSDFW,Post-Pandemic
2025,1,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",14869,10821,SLC,BWI,1865,339.17,"40.760259272294405, -111.88118288803257","39.06854619558678, -77.28209870558013",202411486910821SLCBWI,Post-Pandemic
2025,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12391,BUR,ISP,2510,452.42,"33.79226917070069, -118.204909485967","40.722551776084316, -73.97924863938653",202341080012391BURISP,Post-Pandemic
2025,1,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12266,13796,IAH,OAK,1649,236.52,"29.75402924471362, -95.25854681876497","37.71088023891693, -122.08942035984728",202411226613796IAHOAK,Post-Pandemic
2025,1,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",10721,13577,BOS,MYR,756,140.95,"42.354802625389624, -71.11763566666443","33.69427321952338, -78.91309520031345",202411072113577BOSMYR,Post-Pandemic
2025,1,32575,35096,"Los Angeles, CA (Metropolitan Area)","Syracuse, NY",10800,15096,BUR,SYR,2351,407.68,"33.79226917070069, -118.204909485967","43.04945833326001, -76.14276355050048",202141080015096BURSYR,During-Pandemic
2025,1,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,13891,RDM,ONT,751,280.45,"44.27629021948041, -121.18068106077375","33.79226917070069, -118.204909485967",202411448913891RDMONT,Post-Pandemic
2025,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",10874,15070,CAK,SWF,459,379.29,"41.49657498253431, -81.70037642525823","40.722551776084316, -73.97924863938653",202011087415070CAKSWF,Pre-Pandemic
2025,1,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",10721,14057,BOS,PDX,2537,351.77,"42.354802625389624, -71.11763566666443","45.51875574347582, -122.68199377591797",202411072114057BOSPDX,Post-Pandemic
2025,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",13891,15376,ONT,TUS,453,205.39,"33.79226917070069, -118.204909485967","32.244566114714374, -110.96056754445574",202411389115376ONTTUS,Post-Pandemic
2025,1,32575,30928,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",12892,12278,LAX,ICT,1203,115.53,"33.79226917070069, -118.204909485967","37.69503927619949, -97.33313598163953",202131289212278LAXICT,During-Pandemic
2025,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10721,11697,BOS,FLL,1283,204.99,"42.354802625389624, -71.11763566666443","25.818657926992138, -80.30089992008288",202411072111697BOSFLL,Post-Pandemic
2025,1,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",11540,11278,ELP,DCA,1741,337.48,"31.76460427582054, -106.48111409217167","39.06854619558678, -77.28209870558013",202411154011278ELPDCA,Post-Pandemic
2025,1,31423,33195,"Des Moines, IA","Tampa, FL (Metropolitan Area)",11423,14112,DSM,PIE,1127,120.54,"41.58857074079946, -93.6283967899208","28.042586526893363, -82.48802351156911",202311142314112DSMPIE,Post-Pandemic
2025,1,31638,30466,"Fresno, CA","Phoenix, AZ",11638,14107,FAT,PHX,493,262.28,"36.76066201089763, -119.80081004599691","33.45644253857997, -112.08747472975207",202411163814107FATPHX,Post-Pandemic
2025,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,203.77,"33.79226917070069, -118.204909485967","47.60490210531131, -122.30959975376733",202411490814747SNASEA,Post-Pandemic
2025,1,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",11298,14683,DFW,SAT,247,211.58,"32.78949295097016, -96.9610454262068","29.419006480126043, -98.51009388913022",202411129814683DFWSAT,Post-Pandemic
2025,1,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",11193,15304,CVG,TPA,776,158.16,"39.1184591715016, -84.4916057804775","28.042586526893363, -82.48802351156911",202411119315304CVGTPA,Post-Pandemic
2025,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",10874,12391,CAK,ISP,459,61.44,"41.49657498253431, -81.70037642525823","40.722551776084316, -73.97924863938653",202221087412391CAKISP,During-Pandemic
2025,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",10721,14100,BOS,PHL,289,185.15,"42.354802625389624, -71.11763566666443","39.98377424825989, -75.15381968285524",202411072114100BOSPHL,Post-Pandemic
2025,1,31453,34653,"Houston, TX","Tulsa, OK",12266,15370,IAH,TUL,453,195.02,"29.75402924471362, -95.25854681876497","36.147160485962644, -95.98809120795705",202411226615370IAHTUL,Post-Pandemic
2025,1,31453,31123,"Houston, TX","St. Louis, MO",12191,15016,HOU,STL,687,182.4,"29.75402924471362, -95.25854681876497","38.620683220244835, -90.20661760171893",202411219115016HOUSTL,Post-Pandemic
2025,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12391,BOS,ISP,209,61.38,"42.354802625389624, -71.11763566666443","40.722551776084316, -73.97924863938653",202231072112391BOSISP,During-Pandemic
2025,1,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",10874,12264,CAK,IAD,314,76.71,"41.49657498253431, -81.70037642525823","39.06854619558678, -77.28209870558013",202221087412264CAKIAD,During-Pandemic
2025,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,163.9,"33.79226917070069, -118.204909485967","47.60490210531131, -122.30959975376733",202411295414747LGBSEA,Post-Pandemic
2025,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,11618,MIA,EWR,1118,193.79,"25.818657926992138, -80.30089992008288","40.722551776084316, -73.97924863938653",202411330311618MIAEWR,Post-Pandemic
2025,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",11618,14524,EWR,RIC,313,173.33,"40.722551776084316, -73.97924863938653","37.531327544259966, -77.47133072018607",202411161814524EWRRIC,Post-Pandemic
2025,1,30792,31453,"Buffalo, NY","Houston, TX",10792,12191,BUF,HOU,1297,234.95,"42.88848453606787, -78.88506497736563","29.75402924471362, -95.25854681876497",202331079212191BUFHOU,Post-Pandemic
2025,1,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",14908,14057,SNA,PDX,859,224.31,"33.79226917070069, -118.204909485967","45.51875574347582, -122.68199377591797",202411490814057SNAPDX,Post-Pandemic
2025,1,31703,34986,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",12197,14986,HPN,SRQ,1069,196.9,"40.722551776084316, -73.97924863938653","27.338509625130243, -82.53269140608337",202411219714986HPNSRQ,Post-Pandemic
2025,1,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10874,13796,CAK,OAK,2187,187.82,"41.49657498253431, -81.70037642525823","37.71088023891693, -122.08942035984728",202331087413796CAKOAK,Post-Pandemic
2025,1,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",15016,15304,STL,TPA,869,208.18,"38.620683220244835, -90.20661760171893","28.042586526893363, -82.48802351156911",202411501615304STLTPA,Post-Pandemic
2025,1,31453,33044,"Houston, TX","Louisville, KY",12191,14730,HOU,SDF,803,219.22,"29.75402924471362, -95.25854681876497","38.24602088207979, -85.777273302663",202411219114730HOUSDF,Post-Pandemic
2025,1,34489,32457,"Bend/Redmond, OR","San Francisco, CA (Metropolitan Area)",14489,14831,RDM,SJC,477,290.75,"44.27629021948041, -121.18068106077375","37.71088023891693, -122.08942035984728",202331448914831RDMSJC,Post-Pandemic
2025,1,30194,31884,"Dallas/Fort Worth, TX","Spokane, WA",11298,11884,DFW,GEG,1486,222.89,"32.78949295097016, -96.9610454262068","47.666211264717916, -117.42515729883256",202131129811884DFWGEG,During-Pandemic
2025,1,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12953,MSN,LGA,819,345.53,"43.08118654680559, -89.41604092706262","40.722551776084316, -73.97924863938653",202411348512953MSNLGA,Post-Pandemic
2025,1,32575,33486,"Los Angeles, CA (Metropolitan Area)","Missoula, MT",10800,13486,BUR,MSO,935,98.44,"33.79226917070069, -118.204909485967","46.89046106997337, -114.01358442347382",202131080013486BURMSO,During-Pandemic
2025,1,31703,33316,"New York City, NY (Metropolitan Area)","Omaha, NE",12953,13871,LGA,OMA,1188,302.59,"40.722551776084316, -73.97924863938653","41.28583913731744, -96.03667592489528",202411295313871LGAOMA,Post-Pandemic
